EventId,EventTemplate,Occurrences
dd8f31b2,MEASUREMENT REPORT: RSRP: <*> RSRQ: <*> NEIGH: <*>,3
0a2f5089,PAGING,8
19f1ee84,RRC CONNECTION <*>,3
b01ee4a8,SYSTEM INFORMATION BLOCK TYPE1,3
e7ed9071,SYSTEM INFORMATION,1
1277f64c,RRC CONNECTION SETUP COMPLETE,1
8a785984,TRACKING AREA UPDATE REQUEST,1
8731ff20,DL INFORMATION TRANSFER,1
6bedeca7,AUTHENTICATION REJECT,1
