EventId,EventTemplate,Occurrences
0a2f5089,PAGING,73
19f1ee84,RRC CONNECTION <*>,944
5a9160d8,RRC CONNECTION <*> COMPLETE,783
393173e2,EPS MOBILITY MANAGEMENT MESSAGES,1408
b9fd3309,SECURITY MODE <*>,438
d4d15a19,MEASUREMENT REPORT,372
7bc5722c,UE CAPABILITY <*>,298
8c18cf06,UL INFORMATION TRANSFER,839
b01ee4a8,SYSTEM INFORMATION BLOCK TYPE1,315
e7ed9071,SYSTEM INFORMATION,1194
dadcc3b2,ATTACH REQUEST,140
8731ff20,DL INFORMATION TRANSFER,420
