EventId,EventTemplate,Occurrences
474cb5df,FIRST SEGMENT,15
26dd3cb6,COMPLETE SIB- LIST,80
d51f2c9d,LAST SEGMENT SHORT,14
a7feadbb,SUBSEQUENT SEGMENT,25
8cf37edf,NO SEGMENT,21
b01ee4a8,SYSTEM INFORMATION BLOCK TYPE1,5
e7ed9071,SYSTEM INFORMATION,3
19f1ee84,RRC CONNECTION <*>,9
1277f64c,RRC CONNECTION SETUP COMPLETE,3
dadcc3b2,ATTACH REQUEST,3
8731ff20,DL INFORMATION TRANSFER,3
6577c5e3,AUTHENTICATION <*>,2
8c18cf06,UL INFORMATION TRANSFER,3
c7258716,IDENTITY <*>,4
