EventId,EventTemplate,Occurrences
a7feadbb,SUBSEQUENT SEGMENT,59
26dd3cb6,COMPLETE SIB- LIST,156
d51f2c9d,LAST SEGMENT SHORT,26
8cf37edf,NO SEGMENT,23
474cb5df,FIRST SEGMENT,28
b01ee4a8,SYSTEM INFORMATION BLOCK TYPE1,21
e7ed9071,SYSTEM INFORMATION,19
19f1ee84,RRC CONNECTION <*>,14
1277f64c,RRC CONNECTION SETUP COMPLETE,4
dadcc3b2,ATTACH REQUEST,4
8731ff20,DL INFORMATION TRANSFER,5
6577c5e3,AUTHENTICATION <*>,4
8c18cf06,UL INFORMATION TRANSFER,4
c7258716,IDENTITY <*>,5
