EventId,EventTemplate,Occurrences
0a2f5089,PAGING,505
19f1ee84,RRC CONNECTION <*>,923
e17eede7,RRC CONNECTION <*> <*>,689
393173e2,EPS MOBILITY MANAGEMENT MESSAGES,1118
b9fd3309,SECURITY MODE <*>,445
d4d15a19,MEASUREMENT REPORT,356
7bc5722c,UE CAPABILITY <*>,339
8c18cf06,UL INFORMATION TRANSFER,632
b01ee4a8,SYSTEM INFORMATION BLOCK TYPE1,274
e7ed9071,SYSTEM INFORMATION,729
dadcc3b2,ATTACH REQUEST,105
8731ff20,DL INFORMATION TRANSFER,316
8a785984,TRACKING AREA UPDATE REQUEST,1
